"amco","naam","uri_naam","uri_amco","cbs_code","geonames","startjaar","eindjaar","provincie","regio","gm_naam","cbscode","regio2"
10737,"Haarzuilens","http://www.gemeentegeschiedenis.nl/gemeentenaam/Haarzuilens","http://www.gemeentegeschiedenis.nl/amco/10737","1069",0,"1818","1954","Utrecht","west","Haarzuilens",1069,"zuidwest"
10738,"Wirdum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wirdum","http://www.gemeentegeschiedenis.nl/amco/10738",NA,0,"oudsher","1816","Friesland","noord",NA,NA,NA
10739,"Oenkerk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oenkerk","http://www.gemeentegeschiedenis.nl/amco/10739",NA,0,"oudsher","1816","Friesland","noord",NA,NA,NA
10740,"Sint Maarten","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Maarten","http://www.gemeentegeschiedenis.nl/amco/10740","445",0,"oudsher","1990","Noord-Holland","west","Sint Maarten",445,"noordwest"
10741,"Eersel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Eersel","http://www.gemeentegeschiedenis.nl/amco/10741","770",2756341,"oudsher","heden","Noord-Brabant","zuid","Eersel",770,"zuidwest"
10742,"Stompwijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Stompwijk","http://www.gemeentegeschiedenis.nl/amco/10742","1197",0,"1817","1938","Zuid-Holland","west","Stompwijk",1197,"zuidwest"
10742,"Leidschendam [1]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Leidschendam_1","http://www.gemeentegeschiedenis.nl/amco/10742",NA,0,"oudsher","1817","Zuid-Holland","west","Stompwijk",1197,"zuidwest"
10742,"Leidschendam [2]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Leidschendam_2","http://www.gemeentegeschiedenis.nl/amco/10742","548",0,"1938","2002","Zuid-Holland","west","Stompwijk",1197,"zuidwest"
10743,"Ede","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ede","http://www.gemeentegeschiedenis.nl/amco/10743","228",2756428,"oudsher","heden","Gelderland","oost","Ede",228,"zuidoost"
10744,"Lingewaard","http://www.gemeentegeschiedenis.nl/gemeentenaam/Lingewaard","http://www.gemeentegeschiedenis.nl/amco/10744","1705",6544236,"2003","heden","Gelderland","oost","Bemmel",206,"zuidoost"
10744,"Bemmel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bemmel","http://www.gemeentegeschiedenis.nl/amco/10744","206",0,"oudsher","2003","Gelderland","oost","Bemmel",206,"zuidoost"
10745,"Alem","http://www.gemeentegeschiedenis.nl/gemeentenaam/Alem","http://www.gemeentegeschiedenis.nl/amco/10745","",0,"oudsher","1821","Noord-Brabant","zuid",NA,NA,NA
10746,"Zwartewaterland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zwartewaterland","http://www.gemeentegeschiedenis.nl/amco/10746","1896",6544260,"2001","heden","Overijssel","oost","Genemuiden",154,"noordoost"
10746,"Genemuiden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Genemuiden","http://www.gemeentegeschiedenis.nl/amco/10746","154",0,"oudsher","2001","Overijssel","oost","Genemuiden",154,"noordoost"
10747,"Slochteren","http://www.gemeentegeschiedenis.nl/gemeentenaam/Slochteren","http://www.gemeentegeschiedenis.nl/amco/10747","40",2747142,"oudsher","heden","Groningen","noord","Slochteren",40,"noordoost"
10748,"Nieuwpoort","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwpoort","http://www.gemeentegeschiedenis.nl/amco/10748","572",0,"oudsher","1986","Zuid-Holland","west","Nieuwpoort",572,"zuidwest"
10749,"Bakel en Milheeze","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bakel_en_Milheeze","http://www.gemeentegeschiedenis.nl/amco/10749","745",0,"1819","1997","Noord-Brabant","zuid","Bakel en Milheeze",745,"zuidoost"
10749,"Bakel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bakel","http://www.gemeentegeschiedenis.nl/amco/10749","",0,"oudsher","1819","Noord-Brabant","zuid","Bakel en Milheeze",745,"zuidoost"
10750,"Etten-Leur","http://www.gemeentegeschiedenis.nl/gemeentenaam/Etten-Leur","http://www.gemeentegeschiedenis.nl/amco/10750","777",2755994,"1968","heden","Noord-Brabant","zuid","Etten en Leur",1251,"zuidwest"
10750,"Etten en Leur","http://www.gemeentegeschiedenis.nl/gemeentenaam/Etten_en_Leur","http://www.gemeentegeschiedenis.nl/amco/10750","1251",0,"oudsher","1968","Noord-Brabant","zuid","Etten en Leur",1251,"zuidwest"
10751,"Zuidbroek [ZH]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zuidbroek_ZH","http://www.gemeentegeschiedenis.nl/amco/10751","1402",0,"1817","1857","Zuid-Holland","west",NA,NA,NA
10752,"Heerhugowaard","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heerhugowaard","http://www.gemeentegeschiedenis.nl/amco/10752","398",2754658,"oudsher","heden","Noord-Holland","west","Heerhugowaard",398,"noordwest"
10753,"De Wijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/De_Wijk","http://www.gemeentegeschiedenis.nl/amco/10753","135",0,"oudsher","1998","Drenthe","noord","De Wijk",135,"noordoost"
10755,"Hoogeveen [Rijnland]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hoogeveen_Rijnland","http://www.gemeentegeschiedenis.nl/amco/10755","1332",0,"1817","1855","Zuid-Holland","west",NA,NA,NA
10756,"Geesteren","http://www.gemeentegeschiedenis.nl/gemeentenaam/Geesteren","http://www.gemeentegeschiedenis.nl/amco/10756",NA,0,"oudsher","1818","Gelderland","oost",NA,NA,NA
10757,"Aarle-Rixtel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Aarle-Rixtel","http://www.gemeentegeschiedenis.nl/amco/10757","739",0,"oudsher","1997","Noord-Brabant","zuid","Aarle-Rixtel",739,"zuidoost"
10758,"Willeskop","http://www.gemeentegeschiedenis.nl/gemeentenaam/Willeskop","http://www.gemeentegeschiedenis.nl/amco/10758","349",0,"1818","1989","Utrecht","west","Willeskop",349,"zuidwest"
10759,"Zeeland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zeeland","http://www.gemeentegeschiedenis.nl/amco/10759","877",0,"oudsher","1994","Noord-Brabant","zuid","Zeeland",877,"zuidoost"
10760,"Wijk bij Duurstede","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wijk_bij_Duurstede","http://www.gemeentegeschiedenis.nl/amco/10760","352",2744482,"oudsher","heden","Utrecht","west","Wijk bij Duurstede",352,"zuidwest"
10761,"Nuenen, Gerwen en Nederwetten","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nuenen__Gerwen_en_Nederwetten","http://www.gemeentegeschiedenis.nl/amco/10761","820",2749779,"1821","heden","Noord-Brabant","zuid","Nuenen, Gerwen en Nederwetten",820,"zuidoost"
10761,"Nuenen en Gerwen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nuenen_en_Gerwen","http://www.gemeentegeschiedenis.nl/amco/10761","",0,"oudsher","1821","Noord-Brabant","zuid","Nuenen, Gerwen en Nederwetten",820,"zuidoost"
10762,"Princenhage","http://www.gemeentegeschiedenis.nl/gemeentenaam/Princenhage","http://www.gemeentegeschiedenis.nl/amco/10762","1156",0,"1819","1942","Noord-Brabant","zuid","Princenhage",1156,"zuidwest"
10762,"Haage","http://www.gemeentegeschiedenis.nl/gemeentenaam/Haage","http://www.gemeentegeschiedenis.nl/amco/10762","",0,"oudsher","1819","Noord-Brabant","zuid","Princenhage",1156,"zuidwest"
10763,"Merkelbeek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Merkelbeek","http://www.gemeentegeschiedenis.nl/amco/10763","940",0,"oudsher","1982","Limburg","zuid","Merkelbeek",940,"zuidoost"
10764,"Groeneveld","http://www.gemeentegeschiedenis.nl/gemeentenaam/Groeneveld","http://www.gemeentegeschiedenis.nl/amco/10764","1322",0,"1817","1855","Zuid-Holland","west",NA,NA,NA
10765,"Kockengen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kockengen","http://www.gemeentegeschiedenis.nl/amco/10765","324",0,"oudsher","1989","Utrecht","west","Kockengen",324,"zuidwest"
10766,"Zoetermeer","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zoetermeer","http://www.gemeentegeschiedenis.nl/amco/10766","637",2743855,"oudsher","heden","Zuid-Holland","west","Zoetermeer",637,"zuidwest"
10767,"Vrije en Lage Boekhorst","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vrije_en_Lage_Boekhorst","http://www.gemeentegeschiedenis.nl/amco/10767","1390",0,"1817","1855","Zuid-Holland","west",NA,NA,NA
10768,"Nijefurd","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nijefurd","http://www.gemeentegeschiedenis.nl/amco/10768","104",0,"1984","2011","Friesland","noord","Workum",100,"noordoost"
10768,"Workum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Workum","http://www.gemeentegeschiedenis.nl/amco/10768","100",0,"oudsher","1984","Friesland","noord","Workum",100,"noordoost"
10769,"Noordwijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Noordwijk","http://www.gemeentegeschiedenis.nl/amco/10769","575",2749814,"oudsher","heden","Zuid-Holland","west","Noordwijk",575,"zuidwest"
10770,"Langezwaag","http://www.gemeentegeschiedenis.nl/gemeentenaam/Langezwaag","http://www.gemeentegeschiedenis.nl/amco/10770",NA,0,"oudsher","1816","Friesland","noord",NA,NA,NA
10771,"Stedum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Stedum","http://www.gemeentegeschiedenis.nl/amco/10771","41",0,"oudsher","1990","Groningen","noord","Stedum",41,"noordoost"
10772,"Schellinkhout","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schellinkhout","http://www.gemeentegeschiedenis.nl/amco/10772","442",0,"oudsher","1970","Noord-Holland","west","Schellinkhout",442,"noordwest"
10773,"Weesp","http://www.gemeentegeschiedenis.nl/gemeentenaam/Weesp","http://www.gemeentegeschiedenis.nl/amco/10773","457",2744903,"oudsher","heden","Noord-Holland","west","Weesp",457,"noordwest"
10774,"Nijeveen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nijeveen","http://www.gemeentegeschiedenis.nl/amco/10774","121",0,"oudsher","1998","Drenthe","noord","Nijeveen",121,"noordoost"
10775,"Kwadijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kwadijk","http://www.gemeentegeschiedenis.nl/amco/10775","414",0,"1817","1970","Noord-Holland","west","Kwadijk",414,"noordwest"
10776,"Koog aan de Zaan","http://www.gemeentegeschiedenis.nl/gemeentenaam/Koog_aan_de_Zaan","http://www.gemeentegeschiedenis.nl/amco/10776","411",0,"oudsher","1974","Noord-Holland","west","Koog aan de Zaan",411,"noordwest"
10777,"Driebergen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Driebergen","http://www.gemeentegeschiedenis.nl/amco/10777","1048",0,"oudsher","1931","Utrecht","west","Driebergen",1048,"zuidwest"
10777,"Utrechtse Heuvelrug","http://www.gemeentegeschiedenis.nl/gemeentenaam/Utrechtse_Heuvelrug","http://www.gemeentegeschiedenis.nl/amco/10777","1581",2756685,"2006","heden","Utrecht","west","Driebergen",1048,"zuidwest"
10777,"Driebergen-Rijsenburg","http://www.gemeentegeschiedenis.nl/gemeentenaam/Driebergen-Rijsenburg","http://www.gemeentegeschiedenis.nl/amco/10777","316",0,"1931","2006","Utrecht","west","Driebergen",1048,"zuidwest"
10778,"Marsum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Marsum","http://www.gemeentegeschiedenis.nl/amco/10778",NA,0,"oudsher","1816","Friesland","noord",NA,NA,NA
10779,"Valkenisse [Walcheren]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Valkenisse_Walcheren","http://www.gemeentegeschiedenis.nl/amco/10779","720",0,"1966","1997","Zeeland","west","Zoutelande",1237,"zuidwest"
10779,"Zoutelande","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zoutelande","http://www.gemeentegeschiedenis.nl/amco/10779","1237",0,"oudsher","1966","Zeeland","west","Zoutelande",1237,"zuidwest"
10780,"Schin op Geul","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schin_op_Geul","http://www.gemeentegeschiedenis.nl/amco/10780","1171",0,"oudsher","1940","Limburg","zuid","Schin op Geul",1171,"zuidoost"
10781,"Dubbeldam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Dubbeldam","http://www.gemeentegeschiedenis.nl/amco/10781","507",0,"oudsher","1970","Zuid-Holland","west","Dubbeldam",507,"zuidwest"
10782,"Oostburg","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oostburg","http://www.gemeentegeschiedenis.nl/amco/10782","692",0,"oudsher","2003","Zeeland","west","Oostburg",692,"zuidwest"
10783,"Urk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Urk","http://www.gemeentegeschiedenis.nl/amco/10783","184",2745931,"oudsher","heden","Noord-Holland","west","Urk",184,"noordoost"
10784,"Hunsel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hunsel","http://www.gemeentegeschiedenis.nl/amco/10784","925",0,"oudsher","2007","Limburg","zuid","Hunsel",925,"zuidoost"
10785,"Bommenede","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bommenede","http://www.gemeentegeschiedenis.nl/amco/10785","1025",0,"oudsher","1866","Zeeland","west",NA,NA,NA
10786,"Harderwijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Harderwijk","http://www.gemeentegeschiedenis.nl/amco/10786","243",2754846,"oudsher","heden","Gelderland","oost","Harderwijk",243,"noordoost"
10787,"Aa en Hunze","http://www.gemeentegeschiedenis.nl/gemeentenaam/Aa_en_Hunze","http://www.gemeentegeschiedenis.nl/amco/10787","1680",6544296,"1998","heden","Drenthe","noord","Anloo",105,"noordoost"
10787,"Anloo","http://www.gemeentegeschiedenis.nl/gemeentenaam/Anloo","http://www.gemeentegeschiedenis.nl/amco/10787","105",0,"oudsher","1998","Drenthe","noord","Anloo",105,"noordoost"
10788,"Almkerk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Almkerk","http://www.gemeentegeschiedenis.nl/amco/10788","740",0,"oudsher","1973","Noord-Brabant","zuid","Almkerk",740,"zuidwest"
10789,"Ransdorp","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ransdorp","http://www.gemeentegeschiedenis.nl/amco/10789","1157",0,"oudsher","1921","Noord-Holland","west","Ransdorp",1157,"noordwest"
10790,"Vlaardinger-Ambacht","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vlaardinger-Ambacht","http://www.gemeentegeschiedenis.nl/amco/10790","1210",0,"1817","1941","Zuid-Holland","west","Vlaardinger-Ambacht",1210,"zuidwest"
10791,"Bruchem","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bruchem","http://www.gemeentegeschiedenis.nl/amco/10791",NA,0,"oudsher","1818","Gelderland","oost","Kerkwijk",257,"zuidwest"
10791,"Kerkwijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kerkwijk","http://www.gemeentegeschiedenis.nl/amco/10791","257",0,"1818","1999","Gelderland","oost","Kerkwijk",257,"zuidwest"
10792,"Tilburg","http://www.gemeentegeschiedenis.nl/gemeentenaam/Tilburg","http://www.gemeentegeschiedenis.nl/amco/10792","855",2746300,"oudsher","heden","Noord-Brabant","zuid","Tilburg",855,"zuidwest"
10793,"Heiloo","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heiloo","http://www.gemeentegeschiedenis.nl/amco/10793","399",2754515,"oudsher","heden","Noord-Holland","west","Heiloo",399,"noordwest"
10794,"Tudderen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Tudderen","http://www.gemeentegeschiedenis.nl/amco/10794","1204",0,"1949","1963","Limburg","zuid",NA,NA,NA
10795,"Arnhem","http://www.gemeentegeschiedenis.nl/gemeentenaam/Arnhem","http://www.gemeentegeschiedenis.nl/amco/10795","202",2759660,"oudsher","heden","Gelderland","oost","Arnhem",202,"zuidoost"
10796,"Berg en Terblijt","http://www.gemeentegeschiedenis.nl/gemeentenaam/Berg_en_Terblijt","http://www.gemeentegeschiedenis.nl/amco/10796","892",0,"oudsher","1982","Limburg","zuid","Berg en Terblijt",892,"zuidoost"
10797,"Berkenwoude","http://www.gemeentegeschiedenis.nl/gemeentenaam/Berkenwoude","http://www.gemeentegeschiedenis.nl/amco/10797","494",0,"oudsher","1985","Zuid-Holland","west","Berkenwoude",494,"zuidwest"
10798,"Brummen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Brummen","http://www.gemeentegeschiedenis.nl/amco/10798","213",2758176,"oudsher","heden","Gelderland","oost","Brummen",213,"zuidoost"
10799,"Nieuwer-Amstel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwer-Amstel","http://www.gemeentegeschiedenis.nl/amco/10799","1249",0,"oudsher","1964","Noord-Holland","west","Nieuwer-Amstel",1249,"noordwest"
10799,"Amstelveen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Amstelveen","http://www.gemeentegeschiedenis.nl/amco/10799","362",2759797,"1964","heden","Noord-Holland","west","Nieuwer-Amstel",1249,"noordwest"
10800,"Nieuwlande [ZBev]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwlande_ZBev","http://www.gemeentegeschiedenis.nl/amco/10800","",0,"oudsher","1816","Zeeland","west",NA,NA,NA
10801,"Grijpskerke en Poppendamme","http://www.gemeentegeschiedenis.nl/gemeentenaam/Grijpskerke_en_Poppendamme","http://www.gemeentegeschiedenis.nl/amco/10801","",0,"oudsher","1816","Zeeland","west","Grijpskerke",1067,"zuidwest"
10801,"Grijpskerke","http://www.gemeentegeschiedenis.nl/gemeentenaam/Grijpskerke","http://www.gemeentegeschiedenis.nl/amco/10801","1067",0,"1816","1966","Zeeland","west","Grijpskerke",1067,"zuidwest"
10802,"Snelrewaard","http://www.gemeentegeschiedenis.nl/gemeentenaam/Snelrewaard","http://www.gemeentegeschiedenis.nl/amco/10802","341",0,"1817","1989","Utrecht","west","Snelrewaard",341,"zuidwest"
10803,"Windeweer","http://www.gemeentegeschiedenis.nl/gemeentenaam/Windeweer","http://www.gemeentegeschiedenis.nl/amco/10803",NA,0,"oudsher","1821","Groningen","noord",NA,NA,NA
10804,"Blokker","http://www.gemeentegeschiedenis.nl/gemeentenaam/Blokker","http://www.gemeentegeschiedenis.nl/amco/10804","378",0,"oudsher","1979","Noord-Holland","west","Blokker",378,"noordwest"
10805,"Ravenstein","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ravenstein","http://www.gemeentegeschiedenis.nl/amco/10805","835",0,"oudsher","2003","Noord-Brabant","zuid","Ravenstein",835,"zuidoost"
10806,"Hellendoorn","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hellendoorn","http://www.gemeentegeschiedenis.nl/amco/10806","163",2754456,"oudsher","heden","Overijssel","oost","Hellendoorn",163,"noordoost"
10807,"Breukelen-Nijenrode","http://www.gemeentegeschiedenis.nl/gemeentenaam/Breukelen-Nijenrode","http://www.gemeentegeschiedenis.nl/amco/10807","1028",0,"1818","1949","Utrecht","west","Breukelen-Nijenrode",1028,"zuidwest"
10807,"Breukelen [2]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Breukelen_2","http://www.gemeentegeschiedenis.nl/amco/10807","311",0,"1949","heden","Utrecht","west","Breukelen-Nijenrode",1028,"zuidwest"
10807,"Breukelen [1]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Breukelen_1","http://www.gemeentegeschiedenis.nl/amco/10807",NA,0,"oudsher","1818","Utrecht","west","Breukelen-Nijenrode",1028,"zuidwest"
10808,"Wouw","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wouw","http://www.gemeentegeschiedenis.nl/amco/10808","875",0,"oudsher","1997","Noord-Brabant","zuid","Wouw",875,"zuidwest"
10809,"Ilpendam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ilpendam","http://www.gemeentegeschiedenis.nl/amco/10809","407",0,"oudsher","1991","Noord-Holland","west","Ilpendam",407,"noordwest"
10810,"Ooij en Persingen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ooij_en_Persingen","http://www.gemeentegeschiedenis.nl/amco/10810",NA,0,"oudsher","1818","Gelderland","oost",NA,NA,NA
10811,"Vlaardingen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vlaardingen","http://www.gemeentegeschiedenis.nl/amco/10811","622",2745466,"oudsher","heden","Zuid-Holland","west","Vlaardingen",622,"zuidwest"
10812,"Oudheusden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oudheusden","http://www.gemeentegeschiedenis.nl/amco/10812","1145",0,"oudsher","1935","Noord-Brabant","zuid","Oudheusden",1145,"zuidwest"
10813,"Sint Johannesga","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Johannesga","http://www.gemeentegeschiedenis.nl/amco/10813",NA,0,"oudsher","1816","Friesland","noord",NA,NA,NA
10814,"Noordbroek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Noordbroek","http://www.gemeentegeschiedenis.nl/amco/10814","1126",0,"oudsher","1965","Groningen","noord","Noordbroek",1126,"noordoost"
10815,"Boornsterhem","http://www.gemeentegeschiedenis.nl/gemeentenaam/Boornsterhem","http://www.gemeentegeschiedenis.nl/amco/10815","57",0,"1984","1985","Friesland","noord","Idaarderadeel",78,"noordoost"
10815,"Roordahuizum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Roordahuizum","http://www.gemeentegeschiedenis.nl/amco/10815",NA,0,"oudsher","1816","Friesland","noord","Idaarderadeel",78,"noordoost"
10815,"Boarnsterhim","http://www.gemeentegeschiedenis.nl/gemeentenaam/Boarnsterhim","http://www.gemeentegeschiedenis.nl/amco/10815","55",2753394,"1985","heden","Friesland","noord","Idaarderadeel",78,"noordoost"
10815,"Idaarderadeel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Idaarderadeel","http://www.gemeentegeschiedenis.nl/amco/10815","78",0,"1816","1984","Friesland","noord","Idaarderadeel",78,"noordoost"
